DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
171612962,08/11/2017,08/11/2017,1610,16,Foothill,1623,210,ROBBERY,0344 0416 0417 1822 1019 0429 1218,41,M,H,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,GLENOAKS                     BL,VAN NUYS,"(34.2737, -118.4117)"
171016221,09/21/2017,08/11/2017,0200,10,West Valley,1075,121,"RAPE, FORCIBLE",1276 0448 1022 1822 1402 0516 0400 1218 0503,20,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,ETIWANDA                     AV,VENTURA                      BL,"(34.1667, -118.5308)"
171516817,08/11/2017,08/11/2017,0600,15,N Hollywood,1511,860,BATTERY WITH SEXUAL CONTACT,1814 2000 2004 1218 0522,27,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,RAYMER                       ST,COLDWATER CA                 AV,"(34.2037, -118.421)"
171115123,08/15/2017,08/11/2017,2030,11,Northeast,1123,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0443 0445 1218,39,M,O,152,UNDERPASS/BRIDGE*,207,OTHER KNIFE,IC,Invest Cont,230,,,,5                            FY,GLENDALE                     BL,"(34.1207, -118.2641)"
171715680,08/11/2017,08/11/2017,1100,17,Devonshire,1767,210,ROBBERY,1820 0913 0448 0446 0344 1218 0429 0416 0419,23,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,9500    RESEDA                       BL,,"(34.2428, -118.5361)"
170915459,08/14/2017,08/11/2017,0900,09,Van Nuys,0926,624,BATTERY - SIMPLE ASSAULT,1218 0417 2004,45,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,GILMORE,TYRONE,"(34.1877, -118.4444)"
171418454,08/12/2017,08/12/2017,0940,14,Pacific,1473,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218,21,F,A,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,230,,,,LINCOLN                      BL,85TH                         ST,"(33.9607, -118.42)"
171418718,08/16/2017,08/12/2017,2000,14,Pacific,1411,210,ROBBERY,0344 1218,65,M,O,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,OCEAN FRONT,WASHINGTON,"(33.9918, -118.4791)"
172115194,08/12/2017,08/12/2017,1815,21,Topanga,2115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1218 0416 0411 1822,30,M,H,108,PARKING LOT,212,BOTTLE,AA,Adult Arrest,230,998,,,8200    CANOGA                       AV,,"(34.2176, -118.6017)"
171114970,08/12/2017,08/12/2017,0100,11,Northeast,1115,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0345 0411 1218,37,M,W,102,SIDEWALK,212,BOTTLE,IC,Invest Cont,230,,,,EAGLE ROCK,FAIR PARK,"(34.1361, -118.215)"
170323188,10/13/2017,08/12/2017,0900,03,Southwest,0329,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2032 0344,49,M,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,ADAMS,FLOWER                       ST,"(34.0277, -118.2749)"
171613349,08/20/2017,08/12/2017,0900,16,Foothill,1622,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0913 0334 0369 1816 0421 0906 2004,41,F,H,109,PARK/PLAYGROUND,204,FOLDING KNIFE,AA,Adult Arrest,230,,,,FIELDING,HADDON                       AV,"(34.2685, -118.4364)"
170122083,08/12/2017,08/12/2017,1400,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,1218 0416 1820,37,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,SAN PEDRO,"(34.0423, -118.2452)"
171916386,08/12/2017,08/12/2017,1530,19,Mission,1964,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000 2004 1218,,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,TERRA BELLA                  ST,WAKEFIELD                    AV,"(34.2389, -118.4536)"
170514384,08/12/2017,08/12/2017,0145,05,Harbor,0531,624,BATTERY - SIMPLE ASSAULT,1309 0416 1202 1218,59,M,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1700    PACIFIC COAST                HY,,"(33.7895, -118.3076)"
170319069,08/13/2017,08/13/2017,2245,03,Southwest,0395,626,INTIMATE PARTNER - SIMPLE ASSAULT,0354 0411 0444 0445 1218 1309 1814 2000,37,F,B,505,MOTEL,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,626,,,,41ST                         PL,WESTERN                      AV,"(34.0085, -118.3089)"
170413949,08/13/2017,08/13/2017,1515,04,Hollenbeck,0473,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1243 0400 0444 0448 1218 2004,27,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,400 S  SOTO                         ST,,"(34.0376, -118.2166)"
170215437,08/13/2017,08/13/2017,0850,02,Rampart,0266,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2004 0416 1814 1218,23,F,B,103,ALLEY,,,AO,Adult Other,626,,,,JAMES M WOOD,BEACON,"(34.0517, -118.2749)"
170122265,08/14/2017,08/13/2017,1140,01,Central,0156,624,BATTERY - SIMPLE ASSAULT,1218 0444 0429,54,F,B,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,"(34.0437, -118.2455)"
170122211,08/13/2017,08/13/2017,2000,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,53,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,SAN JULIAN                   ST,"(34.0446, -118.245)"
170122205,08/13/2017,08/13/2017,2145,01,Central,0148,860,BATTERY WITH SEXUAL CONTACT,0448 2004 1218,55,F,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,5TH,SAN PEDRO                    ST,"(34.0442, -118.2439)"
170122169,08/13/2017,08/13/2017,0820,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,1218 0416,52,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH,SAN PEDRO,"(34.0423, -118.2452)"
170122151,08/13/2017,08/13/2017,1000,01,Central,0176,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 2004 2000 1814 0444 0416 0448,33,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,800    SANTEE                       ST,,"(34.0413, -118.2517)"
170215492,08/14/2017,08/14/2017,1520,02,Rampart,0233,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 1218,25,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,2600 W  TEMPLE                       ST,,"(34.0726, -118.2749)"
170814179,08/14/2017,08/14/2017,1035,08,West LA,0833,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1202 1814 0913 0448 0444 0429 2004 1218,60,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,WESTWOOD                     BL,ROCHESTER                    AV,"(34.0562, -118.4423)"
171115273,08/18/2017,08/14/2017,0001,11,Northeast,1162,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,1218 0541,35,F,W,908,,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,815,,,,SUNSET,VERMONT,"(34.0982, -118.2918)"
171817326,08/22/2017,08/14/2017,1800,18,Southeast,1844,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0913 1218 0416,31,F,H,102,SIDEWALK,308,STICK,IC,Invest Cont,230,,,,11100 S  CENTRAL                      AV,,"(33.9345, -118.2623)"
171613111,08/14/2017,08/14/2017,1200,16,Foothill,1656,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 1218 0319 1414 0411,70,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,10400    WOODWARD                     AV,,"(34.2579, -118.307)"
171318601,08/17/2017,08/14/2017,2100,13,Newton,1341,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 1218 2032,61,M,B,517,,,,IC,Invest Cont,440,,,,3800    BROADWAY                     PL,,"(34.0133, -118.276)"
170122834,08/21/2017,08/14/2017,1200,01,Central,0155,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,20,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,MAPLE,"(34.0454, -118.2466)"
170122269,08/14/2017,08/14/2017,0800,01,Central,0153,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 0344,39,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
170714180,08/15/2017,08/15/2017,1000,07,Wilshire,0724,624,BATTERY - SIMPLE ASSAULT,0400 0416 1218,60,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,100 S  GARDNER                      ST,,"(34.0735, -118.3571)"
170617787,08/16/2017,08/15/2017,1900,06,Hollywood,0666,624,BATTERY - SIMPLE ASSAULT,0400 1218,43,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6400 W  SUNSET                       BL,,"(34.098, -118.3287)"
171517080,08/16/2017,08/15/2017,2120,15,N Hollywood,1538,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1218 2004 0421,24,F,W,101,STREET,,,IC,Invest Cont,930,,,,EMELITA,VINELAND                     AV,"(34.1767, -118.3703)"
171517063,08/15/2017,08/15/2017,2120,15,N Hollywood,1538,761,BRANDISH WEAPON,0421 1218 2004 1402 0334,35,M,W,101,STREET,511,VERBAL THREAT,AA,Adult Arrest,761,930,,,CALIFA                       ST,FULCHER                      AV,"(34.1776, -118.373)"
170215720,08/19/2017,08/15/2017,0400,02,Rampart,0201,210,ROBBERY,1218 0906 0344 0416 0429 1300,22,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,800 N  EDGEMONT                     ST,,"(34.0858, -118.296)"
170122521,08/17/2017,08/15/2017,1800,01,Central,0148,121,"RAPE, FORCIBLE",1402 0522 1218,33,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,4TH,TOWNE,"(34.0444, -118.2407)"
170215641,08/17/2017,08/16/2017,1600,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1258 0416 1218 1817 0910,22,F,B,904,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  WESTLAKE                     AV,,"(34.0559, -118.2756)"
172115472,08/18/2017,08/16/2017,0005,21,Topanga,2157,354,THEFT OF IDENTITY,1822 0930 1218,19,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,354,,,,6700    DE SOTO                      AV,,"(34.1921, -118.5884)"
170414086,08/16/2017,08/16/2017,1050,04,Hollenbeck,0437,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1813 1243 0416 0419 2004 1218,48,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4700    KLAMATH                      PL,,"(34.0748, -118.1824)"
170319250,08/16/2017,08/16/2017,1400,03,Southwest,0378,624,BATTERY - SIMPLE ASSAULT,0416 1218,26,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MARTIN LUTHER KING JR        BL,VERMONT                      AV,"(34.0109, -118.2915)"
170122475,08/16/2017,08/16/2017,0100,01,Central,0182,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0416 1218,31,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,OLYMPIC,GRAND,"(34.0437, -118.2617)"
171220623,08/16/2017,08/16/2017,0100,12,77th Street,1245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416 0446 1218 0417 2034,32,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,FLORENCE,NORMANDIE,"(33.9746, -118.3003)"
170915711,08/17/2017,08/17/2017,0400,09,Van Nuys,0941,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0429 0531 1218,16,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,,,,SEPULVEDA                    BL,OXNARD                       ST,"(34.1794, -118.4662)"
171613208,08/17/2017,08/17/2017,2027,16,Foothill,1602,910,KIDNAPPING,1305 1402 1822 1309 0418 0371 1218,29,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,910,998,,,12700    VAN NUYS                     BL,,"(34.2816, -118.4073)"
170514774,08/20/2017,08/17/2017,2355,05,Harbor,0513,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0400 0416 1220 1268,31,M,W,103,ALLEY,312,PIPE/METAL PIPE,IC,Invest Cont,230,,,,WESTERN                      AV,PACIFIC COAST                HY,"(33.7862, -118.2908)"
170319325,08/17/2017,08/17/2017,0925,03,Southwest,0399,624,BATTERY - SIMPLE ASSAULT,0416 0444 0429 1202 1218 0913,61,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4300 S  FIGUEROA                     ST,,"(34.0054, -118.2827)"
170915676,08/17/2017,08/17/2017,0130,09,Van Nuys,0901,210,ROBBERY,0446 0416 0429 1816 1817 0906 1218,68,M,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SEPULVEDA,SATICOY,"(34.2085, -118.4662)"
170814381,08/18/2017,08/18/2017,1930,08,West LA,0842,624,BATTERY - SIMPLE ASSAULT,0416 2004 0446 1218,56,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,FEDERAL,WILSHIRE,"(34.0483, -118.4571)"
171115238,08/18/2017,08/18/2017,0005,11,Northeast,1115,220,ATTEMPTED ROBBERY,0337 0400 1218 0344 0355 0411,57,M,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,207,OTHER KNIFE,IC,Invest Cont,220,,,,4900    EAGLE ROCK                   BL,,"(34.1351, -118.2153)"
171318662,08/18/2017,08/18/2017,1630,13,Newton,1317,210,ROBBERY,1218 0431 0344 0352 1221 0305,42,F,H,935,,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,WASHINGTON                   BL,LONG BEACH,"(34.0206, -118.2428)"
171318661,08/18/2017,08/18/2017,1030,13,Newton,1343,626,INTIMATE PARTNER - SIMPLE ASSAULT,1309 2000 0334 0913 0416 0202 1814 1218,35,F,B,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,AVALON                       BL,VERNON,"(34.0114, -118.2624)"
171517219,08/18/2017,08/18/2017,1845,15,N Hollywood,1566,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0202 0445 2004 1218 0345 0416,53,M,W,221,PUBLIC STORAGE,304,CLUB/BAT,IC,Invest Cont,230,,,,4400    VINELAND                     AV,,"(34.1504, -118.3703)"
171318705,08/19/2017,08/18/2017,1300,13,Newton,1341,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218,50,M,H,101,STREET,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230,,,,39TH                         ST,BROADWAY,"(34.0126, -118.278)"
171115272,08/18/2017,08/18/2017,0800,11,Northeast,1109,350,"THEFT, PERSON",0344 0346 1218,25,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,COLORADO,FIGUEROA,"(0, 0)"
171613239,08/18/2017,08/18/2017,1030,16,Foothill,1689,110,CRIMINAL HOMICIDE,1402 0416 1409 0913 2004 1218,31,M,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,GOLDEN STATE                 FY,LANKERSHIM                   BL,"(34.2226, -118.3713)"
170618005,08/19/2017,08/18/2017,2340,06,Hollywood,0645,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1218 1414,28,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,HOLLYWOOD                    BL,HIGHLAND,"(34.1016, -118.3387)"
172115560,08/19/2017,08/19/2017,0300,21,Topanga,2137,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 1218 1814 2000 1310 0413,61,M,H,122,"VEHICLE, PASSENGER/TRUCK",220,SYRINGE,AO,Adult Other,236,,,,21000    SHERMAN                      WY,,"(34.2047, -118.5879)"
172015830,08/19/2017,08/19/2017,1530,20,Olympic,2019,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 0432 1813 2000 0416 2004 0445,40,M,H,158,,308,STICK,IC,Invest Cont,626,,,,JUANITA,BEVERLY                      BL,"(34.0764, -118.2905)"
171916725,08/19/2017,08/19/2017,1105,19,Mission,1962,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1218,19,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,9400 N  HENDRIX                      LN,,"(34.2419, -118.4581)"
171115361,08/19/2017,08/19/2017,1200,11,Northeast,1183,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1813 1218 2004,53,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,2000    BERKELEY                     AV,,"(34.083, -118.2589)"
171517256,08/19/2017,08/19/2017,1630,15,N Hollywood,1583,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344 1218,25,F,H,101,STREET,,,IC,Invest Cont,420,,,,CARPENTER,VENTURA,"(34.1432, -118.3905)"
170215757,08/20/2017,08/19/2017,1920,02,Rampart,0299,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 1218 2000 1202 0417 1813 1216,60,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,SANTA MONICA                 FY,TOBERMAN,"(34.0382, -118.2783)"
171613279,08/19/2017,08/19/2017,1100,16,Foothill,1695,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0429 0408 1218 0417,53,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,7600    VINELAND                     AV,,"(34.2085, -118.3703)"
171318706,08/19/2017,08/19/2017,1145,13,Newton,1353,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1218 0416,56,M,B,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,VERNON                       AV,CENTRAL                      AV,"(34.0039, -118.2565)"
170215834,08/20/2017,08/19/2017,2100,02,Rampart,0236,121,"RAPE, FORCIBLE",1218 2004 0913 0413 2034 0500 1402 1415,37,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,BEVERLY,UNION,"(34.0646, -118.2656)"
171115421,08/22/2017,08/20/2017,2000,11,Northeast,1143,121,"RAPE, FORCIBLE",1218 0527 1501,18,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,2900    GRIFFITH PARK                BL,,"(34.1082, -118.274)"
170122704,08/20/2017,08/20/2017,1100,01,Central,0166,440,THEFT PLAIN - PETTY ($950 & UNDER),0346 1218,54,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,SAN PEDRO,"(34.0421, -118.2469)"
170217186,09/13/2017,08/20/2017,0800,02,Rampart,0201,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 1218,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",310,CONCRETE BLOCK/BRICK,IC,Invest Cont,230,,,,900 N  KENMORE                      AV,,"(34.088, -118.297)"
170319514,08/20/2017,08/20/2017,0630,03,Southwest,0393,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822 0216 1218 1309 0319,23,F,X,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,930,,,,4300    LEIMERT                      BL,,"(34.006, -118.329)"
170122701,08/20/2017,08/20/2017,0530,01,Central,0135,330,BURGLARY FROM VEHICLE,1307 0344 0329 1218,47,F,W,101,STREET,,,IC,Invest Cont,330,,,,2ND,MAIN,"(34.0514, -118.2451)"
171716123,08/20/2017,08/20/2017,2130,17,Devonshire,1764,210,ROBBERY,0334 0337 0344 1218 2004,44,M,W,108,PARKING LOT,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,210,,,,9300    MELVIN                       AV,,"(34.2391, -118.5601)"
170514787,08/20/2017,08/20/2017,1900,05,Harbor,0514,624,BATTERY - SIMPLE ASSAULT,0429 1218,54,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,D                            ST,MARINE,"(0, 0)"
170215827,08/20/2017,08/20/2017,2000,02,Rampart,0265,624,BATTERY - SIMPLE ASSAULT,1218 2004 0416,53,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,ALVARADO,WESTLAKE,"(34.0547, -118.2772)"
170215822,08/20/2017,08/20/2017,2305,02,Rampart,0249,860,BATTERY WITH SEXUAL CONTACT,1218 2004 2002 0520 0522 0448 0551,40,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,INGRAHAM,BEAUDRY,"(34.0518, -118.2637)"
170215821,08/20/2017,08/20/2017,2215,02,Rampart,0245,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1202 0411 1206,55,M,W,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,7TH,PARK VIEW,"(34.0584, -118.281)"
170215815,08/20/2017,08/20/2017,1830,02,Rampart,0275,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0416 1218 2004 1206 2002,29,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,BONNIE BRAE,OLYMPIC,"(34.0493, -118.2786)"
170122821,08/21/2017,08/20/2017,1835,01,Central,0156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0340 0416 0429 2034,59,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,5TH,SAN PEDRO,"(34.0442, -118.2439)"
170215866,08/21/2017,08/21/2017,0400,02,Rampart,0211,860,BATTERY WITH SEXUAL CONTACT,0522 1218 0913,43,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,600 N  BERENDO                      ST,,"(34.0818, -118.2941)"
170215883,08/21/2017,08/21/2017,1800,02,Rampart,0246,624,BATTERY - SIMPLE ASSAULT,2004 2002 0416 0419 1218,49,F,H,517,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1900 W  3RD                          ST,,"(34.0619, -118.2702)"
170514888,08/21/2017,08/21/2017,1540,05,Harbor,0551,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2004 0344,56,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,440,,,,500 N  WESTERN                      AV,,"(33.7501, -118.3092)"
171419097,08/21/2017,08/21/2017,2000,14,Pacific,1463,210,ROBBERY,0344 1218,44,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,JEFFERSON,ALLA,"(33.9747, -118.4243)"
170814512,08/21/2017,08/21/2017,2015,08,West LA,0871,624,BATTERY - SIMPLE ASSAULT,0400 0416 1218,46,M,W,709,PUBLIC RESTROOM(INDOORS-INSIDE),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,PACIFIC COAST                HY,TEMESCAL CANYON              RD,"(34.0359, -118.5357)"
171318813,08/21/2017,08/21/2017,1045,13,Newton,1307,626,INTIMATE PARTNER - SIMPLE ASSAULT,1218 0416 2000 0913,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,8TH                          ST,CROCKER,"(34.0378, -118.2483)"
170122838,08/21/2017,08/21/2017,0545,01,Central,0157,624,BATTERY - SIMPLE ASSAULT,1218 0416,55,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
170122798,08/21/2017,08/21/2017,1330,01,Central,0157,122,"RAPE, ATTEMPTED",0400 0500 2004 1218,48,F,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,122,,,,7TH                          ST,SAN PEDRO                    ST,"(34.0407, -118.2468)"
171716296,08/24/2017,08/22/2017,2300,17,Devonshire,1721,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02,0519 0913 1218 0537 1206 2002,18,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,,,,22500    JEFFREY MARK                 CT,,"(34.2563, -118.6171)"
