Row #,LAUID,Year,Proj. Type,Organization Name,Project Name,Geo Code,Census Tract,SPA,SD,CD,SSD,AD,USCD,Community,Inventory Type,Bed Type,Rental Assistance Type,Target Pop. A,Target Pop. B,LAHSA Funded,In HMIS,Veteran Program,Youth Program,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/ Children,Youth Beds HH w/o Children,CH Beds HH w/ Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Other Federal Funding?,Other Federal Funding: HUD-VASH,Other Federal Funding: SSVF,Other Federal Funding: GPD,Other Federal Funding: HCHV,Other Federal Funding: CWT/TR,Other Federal Funding: BCP,Other Federal Funding: TLP,Other Federal Funding: MGH,Other Federal Funding: HOPWA,Other Federal Funding: PIH,Housing Type,McKinney- Vento,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Bed Utilization Rate,Unit Utilization Rate
283020,011-001120,2017,PSH,A Community of Friends,Vendome Palms,62118,195803,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Silver Lake,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,4,2,33,0,0,0,0,0,0,12,0,No,,,,,,,,,,,Single,Yes,37,4,33,0,100%,100%,,,,,,,,29,37,78%,83%
283021,011-001121,2017,PSH,A Community of Friends,Vista Nueva Apartments,62118,208620,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Rampart Village,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,100,29,11,0,0,0,0,0,20,10,0,No,,,,,,,,,,,Single,Yes,111,100,11,0,100%,100%,,,,,,,,90,111,81%,63%
283022,011-001122,2017,PSH,A Community of Friends,Willis Avenue Apartments,62118,120108,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,Panorama City,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,43,0,0,0,0,0,0,26,0,No,,,,,,,,,,,Single,Yes,43,0,43,0,,100%,,,,,,,,40,43,93%,88%
283157,011-001134,2017,PSH,A Community of Friends,Willow Apartments (S+C),60804,541400,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,56,23,10,,0,0,0,0,16,10,0,No,,,,,,,,,,,Single,Yes,66,56,10,,100%,100%,,,,,,,,45,66,68%,67%
283023,011-001124,2017,PSH,A Community of Friends,Woodland Terrace,62118,117405,SPA 2,SD 3,CD7,SSD 18,AD 46,USCD 29,North Hills,C,,Sponsor Based,SMF+HC,NA,Yes,Yes,No,No,116,26,4,0,0,0,0,0,62,4,0,No,,,,,,,,,,,Single,Yes,120,116,4,0,100%,100%,,,,,,,,107,120,89%,93%
282991,365-014652,2017,PSH,Abode Communities,Ivy Terrace,62118,127104,SPA 2,SD 3,CD2,SSD 18,AD 46,USCD 29,Van Nuys,C,,Project Based,HC,NA,No,No,No,No,104,52,0,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,104,0,0,0,,,,,,,,,,104,104,100%,100%
283235,438-018600,2017,PSH,Affordable Housing CDC,Knob Hills Apts,62118,208802,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF,NA,No,No,No,No,0,0,38,0,0,0,0,0,0,37,0,No,,,,,,,,,,,Single,No,38,0,0,0,,,,,,,,,,38,38,100%,100%
306673,414-017301,2017,PSH,Affordable Living for the Aging,Janet L. Witkin Center,69037,700200,SPA 4,SD 3,NA ,SSD 26,AD 50,USCD 28,West Hollywood,C,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,17,0,0,0,0,0,0,6,0,No,,,,,,,,,,,Single,Yes,17,0,17,0,,100%,,,,,,,,17,17,100%,100%
306678,414-017303,2017,PSH,Affordable Living for the Aging,Lancaster Shared Housing,61914,900608,SPA 1,SD 5,NA ,SSD 21,AD 36,USCD 25,Lancaster,C,,Project Based,SMF,HIV,Yes,Yes,Yes,No,0,0,3,,0,3,0,0,0,3,,No,,,,,,,,,,,Single,Yes,3,0,3,,,100%,,,,,,,,3,3,100%,100%
282982,110-009607,2017,PSH,Alliance for Housing and Healing,CHOISS Program - SPA 7 (a),61032,551102,SPA 7,SD 4,NA ,SSD 32,AD 58,USCD 40,Downey,C,,Tenant Based,SMF+HC,HIV,Yes,Yes,No,No,15,4,9,0,0,0,0,0,0,2,0,No,,,,,,,,,,,Multiple,Yes,24,15,9,0,100%,100%,,,,,,,,24,24,100%,100%
282907,110-009604,2017,PSH,Alliance for Housing and Healing,CHOISS Program - SPA 7 (b),61032,552200,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Tenant Based,SMF+HC,HIV,Yes,Yes,No,No,16,4,6,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Multiple,Yes,22,16,6,0,100%,100%,,,,,,,,15,22,68%,90%
283197,110-009609,2017,PSH,Alliance for Housing and Healing,CHOISS SPA 3,61152,432401,SPA 3,SD 1,NA ,SSD 22,AD 49,USCD 32,El Monte,C,,Tenant Based,SMF+HC,HIV,Yes,Yes,No,No,21,8,13,0,0,0,0,0,0,4,0,Yes,No,No,No,No,No,No,No,No,Yes,No,Multiple,Yes,34,21,13,0,100%,100%,,,,,,,,28,34,82%,95%
282915,110-009603,2017,PSH,Alliance for Housing and Healing,CHOISS SPA 5,63384,702002,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF+HC,HIV,Yes,Yes,No,No,2,1,3,0,0,0,0,0,0,0,,No,,,,,,,,,,,Multiple,Yes,5,2,3,0,100%,100%,,,,,,,,3,5,60%,50%
283260,110-009610,2017,PSH,Alliance for Housing and Healing,HOPWA - CHOISS Program SSML,62118,181000,SPA 4,SD 1,CD14,SSD 24,AD 51,USCD 34,Eagle Rock,C,,Tenant Based,SMF+HC,HIV,No,No,No,No,19,7,36,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,No,Multiple,No,55,0,0,0,,,,,,,,,,55,55,100%,93%
283286,415-017351,2017,PSH,"AMCAL Multi-Housing, Inc.",Terracina,69037,600304,SPA 8,SD 2,NA ,SSD 30,AD 62,USCD 43,Westmont / West Athens,C,,Project Based,SMF+HC,NA,Yes,No,No,Yes,16,6,9,0,0,0,16,9,0,0,0,No,,,,,,,,,,,Single,Yes,25,0,0,0,,,,,,,,,,25,25,100%,60%
306689,210-001651,2017,PSH,Asian Pacific Counseling and Treatment Center,Asian Pacific Counseling and Treatment Center,62118,226002,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Tenant Based,SMF+HC,NA,Yes,No,No,No,34,13,52,0,0,0,0,0,34,28,0,No,,,,,,,,,,,Multiple,Yes,86,0,0,0,,,,,,,,,,86,86,100%,88%
283324,439-018650,2017,PSH,Aszkenazy Development,Harding Apartments,69037,320201,SPA 2,SD 3,NA ,SSD 18,AD 39,USCD 29,San Fernando,C,,Project Based,SMF+HC,NA,No,No,No,No,12,5,7,0,0,0,0,0,12,7,0,No,,,,,,,,,,,Single,No,19,0,0,0,,,,,,,,,,19,19,100%,92%
283261,439-018651,2017,PSH,Aszkenazy Development,Park View Place Apartments,69037,320201,SPA 2,SD 3,NA ,SSD 18,AD 39,USCD 29,San Fernando,C,,Project Based,HC,NA,No,No,No,No,40,20,0,0,0,0,0,0,20,0,0,No,,,,,,,,,,,Single,No,40,0,0,0,,,,,,,,,,40,40,100%,100%
283393,501-019302,2017,PSH,Brilliant Corners,DHS Flex Pool TB-PSH Vouchers,62118,207710,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,C,,Tenant Based,SMF+HC,NA,No,No,No,No,210,105,420,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Multiple,No,630,0,0,0,,,,,,,,,,630,630,100%,120%
306786,501-019303,2017,PSH,Brilliant Corners,DHS Flex Pool TB-PSH Vouchers (Under development allocation),62118,207710,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Downtown Los Angeles,U,,Tenant Based,SMF+HC,NA,No,No,No,No,189,94,382,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Multiple,No,571,,,,,,,,,,,,,,571,,
282946,163-003202,2017,PSH,City of Pomona Housing Authority,Shelter Plus Care Program,62850,408800,SPA 3,SD 1,NA ,SSD 20,AD 52,USCD 35,Pomona,C,,Tenant Based,SMF+HC,NA,Yes,Yes,No,No,98,26,54,0,0,0,0,0,0,20,,No,,,,,,,,,,,Multiple,Yes,152,98,54,0,100%,100%,,,,,,,,148,152,97%,94%
283190,324-003258,2017,PSH,City of Santa Monica,2008 SMHA S+C Award - Expansion,63384,702002,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF,NA,Yes,Yes,No,No,0,0,15,0,0,0,0,0,0,15,0,No,,,,,,,,,,,Multiple,Yes,15,0,15,0,,100%,,,,,,,,13,15,87%,87%
283189,324-003252,2017,PSH,City of Santa Monica,City of Santa Monica Serial Inebriate-Outreach Program,63384,702002,SPA 5,SD 3,NA ,SSD 26,AD 50,USCD 33,Santa Monica,C,,Tenant Based,SMF,NA,Yes,Yes,No,No,0,0,30,0,0,0,0,0,,30,0,No,,,,,,,,,,,Single,Yes,30,0,30,0,,100%,,,,,,,,24,30,80%,80%
283198,400-016750,2017,PSH,City of West Hollywood,Shelter+ Care Tenant Based Rental Assistance Project,69037,700300,SPA 4,SD 3,NA ,SSD 26,AD 50,USCD 28,West Hollywood,C,,Tenant Based,SMF,NA,Yes,No,No,No,0,0,18,0,0,0,0,0,,18,0,No,,,,,,,,,,,Multiple,Yes,18,0,0,0,,,,,,,,,,18,18,100%,100%
282992,234-003404,2017,PSH,Clifford Beers Housing,Burlington Family Apartments,62118,208904,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Project Based,SMF+HC,NA,No,No,No,No,25,8,21,0,0,0,0,0,0,21,0,No,,,,,,,,,,,Single,No,46,0,0,0,,,,,,,,,,46,46,100%,100%
283259,234-003401,2017,PSH,Coalition for Responsible Community Development,28th St. Apartments,62118,226700,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 40,South Central,C,,Sponsor Based,SMF,NA,Yes,Yes,No,Yes,0,0,7,0,0,0,0,7,,0,0,No,,,,,,,,,,,Single,Yes,7,0,7,0,,100%,,,,,,,,7,7,100%,100%
283003,406-017456,2017,PSH,Coalition for Responsible Community Development,36th Street Apartments,62118,231100,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 37,South Central,N,,Project Based,SMF,NA,Yes,Yes,No,Yes,0,0,10,0,0,0,0,10,,0,0,No,,,,,,,,,,,Single,Yes,10,0,10,0,,100%,,,,,,,,10,10,100%,100%
283228,406-017453,2017,PSH,Coalition for Responsible Community Development,Broadway Apartments,62118,231900,SPA 6,SD 2,CD9,SSD 30,AD 59,USCD 40,South Park,C,,Project Based,SMF+HC,NA,Yes,Yes,No,Yes,6,3,7,0,0,0,0,7,0,0,0,No,,,,,,,,,,,Single,Yes,13,6,7,0,100%,100%,,,,,,,,10,13,77%,100%
307310,406-017454,2017,PSH,Coalition for Responsible Community Development,Community Build,62118,224600,SPA 6,SD 1,CD9,SSD 30,AD 59,USCD 37,South Central,C,,Project Based,SMF+HC,NA,Yes,Yes,No,No,87,22,30,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,117,87,30,0,100%,100%,,,,,,,,30,117,26%,58%
283299,406-017450,2017,PSH,Coalition for Responsible Community Development,CRCD Apartments,62118,241201,SPA 6,SD 2,CD8,SSD 30,AD 64,USCD 43,South Vermont,C,,Project Based,SMF+HC,NA,Yes,Yes,No,No,6,3,10,0,0,0,0,0,6,10,0,No,,,,,,,,,,,Single,Yes,16,6,10,0,100%,100%,,,,,,,,10,16,62%,100%
307311,406-017457,2017,PSH,Coalition for Responsible Community Development,Epworth,62118,237402,SPA 6,SD 2,CD8,SSD 30,AD 59,USCD 37,Vermont Square,N,,Project Based,SMF,NA,Yes,Yes,No,Yes,0,0,19,0,0,0,0,19,0,0,0,No,,,,,,,,,,,Single,Yes,19,0,19,0,,100%,,,,,,,,19,19,100%,100%
283316,162-004056,2017,PSH,"David & Margaret Home, Inc.",Cedar Springs Apartments,69037,401500,SPA 3,SD 5,NA ,SSD 25,AD 41,USCD 32,La Verne,U,,Project Based,SMF+HC,NA,No,No,No,No,8,3,12,0,0,0,0,0,8,12,0,No,,,,,,,,,,,Single,No,20,,,,,,,,,,,,,,20,,
283178,509-019850,2017,PSH,Deep Green Housing Development,Mason Court,60804,541400,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Willowbrook,C,,Project Based,HC,NA,No,No,No,No,44,12,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,No,44,0,0,0,,,,,,,,,,38,44,86%,92%
282892,245-004201,2017,PSH,Downtown Women Center,Jill's Place,62118,207302,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SF,NA,Yes,Yes,Yes,No,0,0,43,0,0,1,0,0,0,43,0,No,,,,,,,,,,,Single,Yes,43,0,43,0,,100%,,,,,,,,43,43,100%,100%
282942,245-004202,2017,PSH,Downtown Women Center,Residence,62118,206200,SPA 4,SD 1,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SF,NA,Yes,Yes,No,No,0,0,67,0,0,0,0,0,,17,,No,,,,,,,,,,,Single,Yes,67,0,67,0,,100%,,,,,,,,67,67,100%,100%
283312,442-018801,2017,PSH,East LA Community Corporation,Whittier Supportive Housing (aka Whittier Bonnie Beach),,,SPA 7,SD 1,NA ,SSD 24,AD 51,USCD 40,,C,,Project Based,SMF+HC,DV,No,No,No,No,23,6,1,0,0,0,0,0,23,1,0,No,,,,,,,,,,,Single,No,24,0,0,0,,,,,,,,,,24,24,100%,357%
282979,397-016550,2017,PSH,Gett Love,Gilbert Hotel,62118,190700,SPA 4,SD 3,CD13,SSD 26,AD 50,USCD 28,Hollywood,C,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,20,0,0,0,0,0,0,8,0,No,,,,,,,,,,,Single,Yes,20,0,20,0,,100%,,,,,,,,20,20,100%,100%
283100,020-005607,2017,PSH,"Hillview Mental Health Center, Inc.",Hillview - Hillview Village PRA,62118,104105,SPA 2,SD 3,CD7,SSD 18,AD 39,USCD 29,Pacoima,C,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,41,0,0,0,0,0,,41,,No,,,,,,,,,,,Single,Yes,41,0,41,0,,100%,,,,,,,,35,41,85%,85%
283066,020-005608,2017,PSH,"Hillview Mental Health Center, Inc.",Hillview Mental Health Center- Hillview Village SRA,62118,104105,SPA 2,SD 3,CD7,SSD 18,AD 39,USCD 29,Pacoima,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,23,0,0,0,0,0,,23,0,No,,,,,,,,,,,Multiple,Yes,23,0,23,0,,100%,,,,,,,,22,23,96%,96%
283213,020-005612,2017,PSH,"Hillview Mental Health Center, Inc.",Hillview Shelter Plus Care TRA,62118,104105,SPA 2,SD 3,CD7,SSD 18,AD 39,USCD 29,Pacoima,C,,Tenant Based,SMF+HC,NA,Yes,Yes,Yes,No,0,0,16,0,0,1,0,0,,16,0,No,,,,,,,,,,,Multiple,Yes,16,0,16,0,,100%,,,,,,,,12,16,75%,75%
283128,058-005650,2017,PSH,His Sheltering Arms,The Pearl Center,62118,241120,SPA 6,SD 2,CD8,SSD 30,AD 64,USCD 43,Green Meadows,C,,Project Based,SF,NA,Yes,Yes,No,No,0,0,12,0,0,0,0,0,0,4,0,No,,,,,,,,,,,Single,Yes,12,0,12,0,,100%,,,,,,,,6,12,50%,50%
283214,263-005714,2017,PSH,Hollywood Community Housing Corporation,Allesandro Apartments,62118,197410,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Echo Park,C,,Project Based,SMF+HC,HIV,Yes,Yes,No,No,3,1,19,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,22,3,19,0,100%,100%,,,,,,,,22,22,100%,95%
283215,111-111300,2017,PSH,Hollywood Community Housing Corporation,Argyle Court Apartments,62118,189500,SPA 4,SD 3,CD4,SSD 26,AD 43,USCD 28,Hollywood,C,,Project Based,SMF+HC,HIV,Yes,Yes,No,No,6,2,20,0,0,0,0,0,0,1,0,No,,,,,,,,,,,Single,Yes,26,6,20,0,100%,100%,,,,,,,,30,26,115%,100%
282958,263-005703,2017,PSH,Hollywood Community Housing Corporation,Hollywood Bungalow Courts,62118,190520,SPA 4,SD 3,CD13,SSD 24,AD 43,USCD 28,Hollywood,C,,Sponsor Based,SMF,HIV,Yes,Yes,No,No,0,0,15,0,0,0,0,0,0,15,0,No,,,,,,,,,,,Single,Yes,15,0,15,0,,100%,,,,,,,,14,15,93%,93%
283251,263-005713,2017,PSH,Hollywood Community Housing Corporation,Waterloo Heights Apartments,62118,195710,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 28,Echo Park,C,,Project Based,SMF,HIV,Yes,Yes,No,No,0,0,17,0,0,0,0,0,,0,,No,,,,,,,,,,,Single,Yes,17,0,17,0,,100%,,,,,,,,18,17,106%,100%
283219,059-005753,2017,PSH,Homeless Health Care Los Angeles,Housing for Health (Homeless Health Care),62118,208502,SPA 4,SD 1,CD13,SSD 24,AD 51,USCD 34,Echo Park,N,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,162,0,0,0,0,0,0,38,0,No,,,,,,,,,,,Multiple,Yes,162,0,162,0,,100%,,,,,,,,83,162,51%,51%
283026,021-005804,2017,PSH,Homes for Life Foundation,Birch Grove Homes,62490,550000,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,20,0,0,0,0,0,0,6,0,No,,,,,,,,,,,Single,Yes,20,0,20,0,,100%,,,,,,,,20,20,100%,100%
283028,021-005807,2017,PSH,Homes for Life Foundation,Denker House,62118,702501,SPA 5,SD 2,NA ,SSD 30,AD 54,USCD 37,Culver City,C,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,54,0,0,0,0,0,0,5,0,No,,,,,,,,,,,Single,Yes,54,0,54,0,,100%,,,,,,,,54,54,100%,100%
283103,021-005817,2017,PSH,Homes for Life Foundation,Elm Street Expansion,62490,550000,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,6,0,0,0,0,0,0,4,0,No,,,,,,,,,,,Single,Yes,6,0,6,0,,100%,,,,,,,,6,6,100%,100%
283029,021-005808,2017,PSH,Homes for Life Foundation,Elm Street Homes,62490,550000,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,8,0,0,0,0,0,0,4,0,No,,,,,,,,,,,Single,Yes,8,0,8,0,,100%,,,,,,,,8,8,100%,100%
283134,021-005809,2017,PSH,Homes for Life Foundation,Harbor Gateway Homes,62118,293202,SPA 8,SD 4,CD15,SSD 35,AD 66,USCD 43,Harbor Gateway,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,18,0,0,0,0,0,0,2,0,No,,,,,,,,,,,Single,Yes,18,0,18,0,,100%,,,,,,,,16,18,89%,89%
283381,021-005810,2017,PSH,Homes for Life Foundation,Harvest House,62490,552100,SPA 7,SD 4,NA ,SSD 32,AD 57,USCD 38,Norwalk,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,6,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,6,0,6,0,,100%,,,,,,,,6,6,100%,100%
283135,021-005811,2017,PSH,Homes for Life Foundation,HFL Garden Villa Apartments,62118,125310,SPA 2,SD 3,CD2,SSD 18,AD 39,USCD 29,North Hollywood,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,19,0,0,0,0,0,0,10,0,No,,,,,,,,,,,Single,Yes,19,0,19,0,,100%,,,,,,,,19,19,100%,100%
283206,021-005818,2017,PSH,Homes for Life Foundation,HFL Sequoia Apartments,62118,128102,SPA 2,SD 3,CD2,SSD 18,AD 46,USCD 29,Van Nuys,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,12,0,0,0,0,0,0,12,0,No,,,,,,,,,,,Single,Yes,12,0,12,0,,100%,,,,,,,,12,12,100%,100%
283101,021-005813,2017,PSH,Homes for Life Foundation,HFL Van Nuys Apartments,62490,123510,SPA 2,SD 3,CD2,SSD 18,AD 46,USCD 29,Van Nuys,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,14,0,0,0,0,0,0,2,0,No,,,,,,,,,,,Single,Yes,14,0,14,0,,100%,,,,,,,,13,14,93%,93%
283067,021-005812,2017,PSH,Homes for Life Foundation,HFL Vanowen Apartments,62118,127910,SPA 2,SD 3,CD6,SSD 18,AD 46,USCD 29,Van Nuys,C,,Not Applicable,SMF,NA,Yes,Yes,No,No,0,0,14,0,0,0,0,0,,2,,No,,,,,,,,,,,Single,Yes,14,0,14,0,,100%,,,,,,,,14,14,100%,100%
283289,392-016303,2017,PSH,Integrated Recovery Network,Housing and Supportive Services 1,62118,209102,SPA 4,SD 1,CD1,SSD 24,AD 53,USCD 34,Westlake,C,,Not Applicable,SMF,NA,Yes,Yes,Yes,No,0,0,45,0,0,1,0,0,,6,,No,,,,,,,,,,,Multiple,Yes,45,0,20,0,,44%,,,,,,,,45,45,100%,100%
282999,078-006302,2017,PSH,"Jovenes, Inc.",Progress Place Apartments,62118,206032,SPA 4,SD 1,CD14,SSD 24,AD 53,USCD 34,Boyle Heights,C,,Project Based,SMF,NA,No,No,No,Yes,0,0,14,0,0,0,0,14,,0,,No,,,,,,,,,,,Single,No,14,0,0,0,,,,,,,,,,12,14,86%,86%
283207,519-020200,2017,PSH,Korean Immigrant Workers Association,KIWA,62118,213320,SPA 4,SD 2,CD1,SSD 24,AD 53,USCD 34,Pico Union,C,,Project Based,SMF+HC,NA,No,No,No,No,140,42,12,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,No,152,0,0,0,,,,,,,,,,152,152,100%,96%
283287,026-006888,2017,PSH,LA Family Housing Corporation,Day Street Apartments,62118,101400,SPA 2,SD 5,CD7,SSD 25,AD 39,USCD 28,Sunland-Tujunga,C,,Tenant Based,SMF,NA,Yes,Yes,No,No,0,0,44,0,0,0,0,0,,44,,No,,,,,,,,,,,Single,Yes,44,0,44,0,,100%,,,,,,,,44,44,100%,100%
306792,026-006893,2017,PSH,LA Family Housing Corporation,Housing for Health (LAFH),62118,121900,SPA 2,SD 3,CD6,SSD 18,AD 39,USCD 29,Sun Valley,N,,Project Based,SMF,NA,Yes,Yes,No,No,0,0,273,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,273,0,273,0,,100%,,,,,,,,273,273,100%,100%
283257,026-006891,2017,PSH,LA Family Housing Corporation,Klump Apartments,62118,125401,SPA 2,SD 3,CD2,SSD 18,AD 39,USCD 29,North Hollywood,C,,Tenant Based,SMF,NA,Yes,Yes,No,No,0,0,14,0,0,0,0,0,,0,,No,,,,,,,,,,,Single,Yes,14,0,14,0,,100%,,,,,,,,14,14,100%,100%
307245,026-006884,2017,PSH,LA Family Housing Corporation,Palo Verde Apartment,62118,121102,SPA 2,SD 3,CD6,SSD 18,AD 39,USCD 29,Sun Valley,C,,Tenant Based,SMF,NA,Yes,Yes,No,No,0,0,60,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Single,Yes,60,0,60,0,,100%,,,,,,,,60,60,100%,100%
307254,026-006909,2017,PSH,LA Family Housing Corporation,SPA 2 Welcome Home Project,62118,121900,SPA 2,SD 3,CD6,SSD 18,AD 39,USCD 29,Sun Valley,U,,Tenant Based,HC,NA,Yes,No,No,No,27,12,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,Multiple,Yes,27,,,,,,,,,,,,,,27,,
308589,028-006414,2017,PSH,"Lamp, Inc.",Housing for Health (LAMP),62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,N,,Tenant Based,SMF+HC,NA,Yes,Yes,No,No,0,0,220,0,0,0,0,0,0,220,0,No,,,,,,,,,,,Multiple,Yes,220,0,220,0,,100%,,,,,,,,212,220,96%,96%
308594,028-006428,2017,PSH,"Lamp, Inc.",Housing for Health RIST 4,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,N,,Tenant Based,SMF+HC,NA,Yes,Yes,No,No,0,0,8,,0,0,0,0,0,8,,No,,,,,,,,,,,Multiple,Yes,8,0,8,,,100%,,,,,,,,8,8,100%,100%
308596,028-006429,2017,PSH,"Lamp, Inc.",Housing for Health Tiki Apartment,61698,534900,SPA 6,SD 2,NA ,SSD 33,AD 59,USCD 40,Florence-Graham,N,,Project Based,SMF+HC,NA,Yes,Yes,No,No,16,3,32,,0,0,0,0,16,32,,No,,,,,,,,,,,Scattered,Yes,48,16,32,,100%,100%,,,,,,,,48,48,100%,100%
283217,028-006404,2017,PSH,"Lamp, Inc.",Lamp Lodge SHP,62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,12,0,0,0,0,0,,12,,No,,,,,,,,,,,Multiple,Yes,12,0,12,0,,100%,,,,,,,,12,12,100%,100%
283069,028-006405,2017,PSH,"Lamp, Inc.","Lamp, Inc. - Lodge SRA",62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Sponsor Based,SMF,NA,Yes,Yes,No,No,0,0,19,0,0,0,0,0,,19,,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,Yes,19,0,19,0,,100%,,,,,,,,17,19,89%,89%
283106,028-006410,2017,PSH,"Lamp, Inc.","Lamp, Inc. - Scattered Sites PRA",62118,206300,SPA 4,SD 2,CD14,SSD 30,AD 53,USCD 34,Skid Row,C,,Project Based,SMF,NA,Yes,Yes,Yes,No,0,0,25,0,0,1,0,0,0,25,,Yes,No,No,No,No,No,No,No,No,No,Yes,Scattered,Yes,25,0,25,0,,100%,,,,,,,,13,25,52%,52%
283269,417-017501,2017,PSH,LINC Housing,Seasons at Compton,60804,542106,SPA 6,SD 2,NA ,SSD 35,AD 64,USCD 44,Compton,C,,Project Based,HC,NA,No,No,No,No,48,24,0,0,0,0,0,0,48,0,,Yes,No,No,No,No,No,No,No,No,No,Yes,Single,No,48,0,0,0,,,,,,,,,,48,48,100%,100%
283266,140-003780,2017,PSH,Los Angeles County Department of Mental Health,Shelter Plus Care - Tenant-Based Rental Assistance,62118,212303,SPA 4,SD 2,CD10,SSD 24,AD 53,USCD 34,Wilshire Center-Koreatown,C,,Tenant Based,SMF+HC,NA,Yes,Yes,No,No,295,89,835,0,0,0,0,0,295,835,0,No,,,,,,,,,,,Multiple,Yes,1130,295,835,0,100%,100%,,,,,,,,1063,1130,94%,83%
