X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y
-117.976835057210309,34.080116966929033,96234044,211,,Social Services,Homeless Shelters and Services,,www.cotrbp.org,Church Of The Redeemer,3739 Monterey Ave.,,Baldwin Park,CA,"Monday through Friday, 9:00am to 3:00pm. ","FAX (626) 960-9587,  Service/Intake and Administration (626) 960-9585",,www.cotrbp.org,,,61497,This program provides emergency food and holiday assistance for anyone in need.,91706,http://egis3.lacounty.gov/lms/?p=61497,publish,34.080117,-117.976835,2013-06-01T11:50:56.000Z,,6568684.95010763,1851537.32180814
-118.273482056777709,34.069293966615888,96234088,211,,Social Services,Homeless Shelters and Services,,www.fasgi.org,Filipino American Service Group Inc,135 N. Park View St.,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","Service/Intake and Administration (213) 487-9804,  FAX (213) 487-9806",,www.fasgi.org,,,61538,"The agency provides community services, health services, services for older adults and shelter to homeless adults with health and mental health issues who live in Los Angeles County area.",90026,http://egis3.lacounty.gov/lms/?p=61538,publish,34.069294,-118.273482,2013-06-01T11:50:56.000Z,,6478846.29349922,1847710.48464556
-118.283973456772841,34.025917566965028,96235064,,,Social Services,Homeless Shelters and Services,,Ella's Foundation,Ella's Foundation,3175 S. Hoover St.,Suite 113 ,Los Angeles ,CA,,"(323) 761 - 6415
",,,,,68577,,90007,http://egis3.lacounty.gov/lms/?p=68577,publish,34.0259176,-118.2839734,2013-04-25T15:44:26.000Z,,6475624.38557297,1831933.83870548
-118.258033456278056,33.938264967197725,96235067,,,Social Services,Homeless Shelters and Services,,Access Center (WLCAC Access Center for Homeless Services), Access Center (WLCAC Access Center for Homeless Services),958 E. 108th Street,,Los Angeles ,CA ,,"(323) 563 - 4721
",,,,,68583,,90064,http://egis3.lacounty.gov/lms/?p=68583,publish,33.938265,-118.2580334,2013-04-25T16:24:38.000Z,,6483402.48648655,1800014.13285998
-118.293364056093594,33.959280967012376,96235099,,,Social Services,Homeless Shelters and Services,,St. Catherine's Episcopal Diocese of Los Angeles,St. Catherine's Episcopal Diocese of Los Angeles,1039 W. 87th St. ,,Los Angeles,CA,,"(213) 482 - 2040 
",,,,,68648,,90044,http://egis3.lacounty.gov/lms/?p=68648,publish,33.959281,-118.293364,2013-04-26T14:01:14.000Z,,6472708.20078856,1807691.67491956
-118.320855356591849,33.974738627369554,96235201,211,,Social Services,Homeless Shelters and Services,,,"California Council For Veterans' Affairs, Inc.",2501 W. Florence Ave.,,Los Angeles,CA,"Monday through Friday, 10:00am to 6:00pm","FAX (323) 750-8034,  Service/Intake (323) 750-9967",,,,,56928,"The agency provides advocacy, education services, employment services, shelter and support services for homeless female veterans and their families.  Services are targeted, but not restricted to people who live in South Central Los Angeles.",90043,http://egis3.lacounty.gov/lms/?p=56928,publish,33.97473866,-118.3208553,2017-02-22T09:57:57.000Z,,6464389.49432889,1813342.4894053
-118.278663055989568,33.990382967190868,96235322,211,,Social Services,Homeless Shelters and Services,,Homeless Outreach Program/Integrated Care System (HOPICS),Homeless Outreach Program/Integrated Care System (HOPICS),5715 S. Broadway,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:30pm","Service/Intake (323) 948-0444,  Service/Intake (323) 948-0444,  FAX (323) 948-0443",,www.ssgmain.org/,,,56896,"The agency provides advocacy, child care, HIV/AIDS services, holiday assistance, interpreter and translator services, personal goods, services for non-profit organizations, services for older adults, substance abuse services, and youth services in Los Angeles County.",90037,http://egis3.lacounty.gov/lms/?p=56896,publish,33.990383,-118.278663,2013-05-28T17:36:57.000Z,Active,6477197.62028739,1818997.62179582
-118.436976855695278,34.036755536813615,96235396,211,,Social Services,Homeless Shelters and Services,,,People Assisting the Homeless (PATH) -  West Los Angeles,2346 Cotner Ave.,,Los Angeles,CA,"Monday through Thursday, 8:30am to 4:00pm","West LA Job Center Service/Intake (310) 996-0034 Ext.108,  Service/Intake and Administration (310) 996-0034",,www.epath.org,,,57543,"The agency provides employment services, homeless support services and transitional shelter for homeless adults.  Services are provided from four locations.",90064,http://egis3.lacounty.gov/lms/?p=57543,publish,34.03675557,-118.4369768,2013-05-29T15:00:17.000Z,,6429280.66329996,1836044.2120464
-118.273830255950273,34.067982446693918,96235410,211,,Social Services,Homeless Shelters and Services,,Homeless Health Care Los Angeles,Homeless Health Care Los Angeles,2330 Beverly Blvd.,,Los Angeles,CA,"Monday, Wednesday, 8:00am to 7:30pm; Tuesday, Thursday, Friday, 8:00am to 5:00pm","I and R/Needle Exchange/Drug Treatment/Training Service/Intake and Administration (213) 744-0724, Needle Exchange Service/Intake (213) 617-8408,  FAX (213) 746-2432, CASC/Drug and Mental Health Assessment Service/Intake (213) 342-3114
",,www.hhcla.org,,,2515,"The agency provides education services, substance abuse services for co-occuring disorders, and welfare-to-work support services for homeless people in downtown Los Angeles and for agencies that work with homeless individuals in Los Angeles County.",90057,http://egis3.lacounty.gov/lms/?p=2515,publish,34.06798248,-118.2738302,2013-05-29T18:10:36.000Z,,6478739.54141614,1847233.48625572
-118.287766856412475,33.960212126804066,96235425,211,,Social Services,Homeless Shelters and Services,,City Of Refuge Rescue Ministry,City Of Refuge Rescue Ministry,823 W. Manchester Blvd.,,Los Angeles,CA,"Monday, Tuesday, Thursday 8:30am to 4:30pm; every other Friday, 8:30am to 3:30pm.  Wednesday by appointment only.","Service/Intake and Administration (323) 759-2544,  FAX (323) 759-2856, Case Manager - Mr. Johnson Service/Intake (323) 759-4209, Case Manager - Ms. Brown Service/Intake (323) 756-4229",,,,,58868,"The church provides emergency food, holiday assistance and personal goods for people who are in Los Angeles County, including people who are homeless and undocumented.",90044,http://egis3.lacounty.gov/lms/?p=58868,publish,33.96021216,-118.2877668,2013-05-29T18:27:57.000Z,,6474406.5074313,1808025.6361939
-118.291734855708015,34.021822837150431,96235432,211,,Social Services,Homeless Shelters and Services,,,St. Mark's Evangelical Lutheran Church,3651 S. Vermont Ave.,,Los Angeles,CA,"Food intake hours are Tuesday and Thursday, 11:00am to 1:00pm.  Food distribution is on the fourth Saturday of each month at 11:00am.  The meal is served Monday through Friday, 11:00am to 1:00pm and the fourth Saturday of the month at 11:30am. ","FAX (323) 731-6104,  Service/Intake and Administration (323) 731-2157",,,,,58888,"The church provides emergency food and holiday assistance for people who live in Los Angeles County, including people who are homeless.",90007,http://egis3.lacounty.gov/lms/?p=58888,publish,34.02182287,-118.2917348,2013-05-29T18:29:22.000Z,,6473268.30859222,1830450.42566182
-118.291748956573031,34.031952067315842,96235441,211,,Social Services,Homeless Shelters and Services,,,St. Agnes Catholic Church,2625 S. Vermont Ave.,,Los Angeles,CA,"Monday, Tuesday, Thursday and Friday, 9:00am to 10:30am","Service/Intake (323) 731-2464 Ext.107,  FAX (323) 731-6186
",,,,,58884,"The church provides emergency food for people who live within parish boundaries which include parts of Los Angeles zip codes 90007, and small sections of 90018 and 90037. See service text for parish boundaries.",90007,http://egis3.lacounty.gov/lms/?p=58884,publish,34.0319521,-118.2917489,2013-05-29T18:32:35.000Z,,6473274.73476046,1834136.65122898
-118.096111156492697,33.982729367328588,96235882,211,,Social Services,Homeless Shelters and Services,,,Angel Step Inn Domestic Violence Emergency Shelter,9047 Washington Blvd,,Pico Rivera,CA,"Monday through Sunday, 24 hours per day. N/A ","Service/Intake (562) 949-5358,  FAX (323) 255-0012, 24-Hr. Hotline  323-780-HELP Service/Intake and Hotline (323) 780-4357, Shelter Admin. Administrative (323) 780-7285,  FAX (323) 780-7235,  FAX (562) 941-6106, 24-Hr. Hotline Service/Intake and Hotline (",,www.angelstepinn.org,,,70230,"The agency provides domestic violence services, residential treatment for substance abuse, shelter and welfare-to-work support services for people who live in Los Angeles County.",90660,http://egis3.lacounty.gov/lms/?p=70230,publish,33.9827294,-118.0961111,2010-11-01T11:50:56.000Z,,6532532.92628323,1816109.15841265
-118.187983055796636,33.781661967279867,96236010,211,,Social Services,Homeless Shelters and Services,,,Long Beach Family Shelter For The Homeless,Long Beach Family Shelter,,Long Beach,CA,"Monday through Sunday, 24 hours per day. ","People w/ Disabilities -  Disabled Resources Center Service/Intake (562) 427-1000, Catholic Charities Administration (562) 591-1351, Long Beach Multi-Service Center Service/Intake (562) 733-1147,  Administrative (562) 388-7670",,,,,70297,"The agency provides shelter for people of all ages in the Long Beach area, including families with children and people who have physical disabilities.",90813,http://egis3.lacounty.gov/lms/?p=70297,publish,33.781662,-118.187983,2010-11-01T11:50:56.000Z,,6504543.87694646,1742975.35225272
-138.152186011030096,27.196009968715764,96236075,211,,Social Services,Homeless Shelters and Services,,,Bilingual Shelter For Victims Of Domestic Violence,,,Los Angeles,CA,"Monday through Friday, 8:00am to 5:00pm. ","24-Hour All Services Hotline Service/Intake and Hotline (800) 548-2722, Free Spirit Shelter Hotline Service/Intake and Hotline (323) 937-1312,  FAX (213) 430-0657, Bilingual Shelter Hotline Service/Intake and Hotline (323) 268-7568, Chicana Service Action",,,,,70340,"The agency provides a battered women's shelter, domestic violence services and welfare-to-work support services for women with children who are in Los Angeles County.",90015,http://egis3.lacounty.gov/lms/?p=70340,publish,27.19601,-138.152186,2010-11-01T11:50:56.000Z,,4.22168173,-2.15259893
-118.264150056771157,34.042962967261538,96236082,211,,Social Services,Homeless Shelters and Services,,,Free Spirit: For Victims Of Domestic Violence,,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","24-Hour All Services Hotline Hotline/Talkline/Warmline (800) 548-2722, Free Spirit Shelter Hotline Hotline/Talkline/Warmline (323) 937-1312, Chicana Service Action Center Administrative (213) 629-5800,  Service/Intake and Administration (323) 937-1368",,,,,70341,The agency provides a battered women's shelter and welfare-to-work support services for women with children who are in Los Angeles County.,90015,http://egis3.lacounty.gov/lms/?p=70341,publish,34.042963,-118.26415,2010-11-01T11:50:56.000Z,,6481647.30233289,1838120.59864165
-118.235978056582624,34.155704967036378,96236406,211,,Social Services,Homeless Shelters and Services,,,Ywca Glendale - Ywca Battered Women's Shelter - Sunrise Village,,,Glendale,CA,"Monday through Sunday, 24 hours per day. ",DV hotline (24 hrs.) Service/Intake/Hotline (Voice/TDD) (888) 999-7511,,www.glendaleywca.org,,,70619,"The agency provides domestic violence services, health services and shelter for battered women, and health services for women.",91206,http://egis3.lacounty.gov/lms/?p=70619,publish,34.155705,-118.235978,2010-11-01T11:50:56.000Z,,6490278.18270889,1879128.18755805
-118.289010756473246,34.077480516742654,96236796,211,,Social Services,Homeless Shelters and Services,,,People Assisting The Homeless - Regional Homeless Center,340 N Madison Ave,,Los Angeles,CA,"Monday through Friday, 7:30am to 4:00pm. ","Administrative (323) 644-2200, P.A.T.H. Service/Intake (323) 644-2216",,www.epath.org,,,70848,The organization provides shelter for homeless and at-risk adults and volunteer opportunities in Los Angeles County.,90004,http://egis3.lacounty.gov/lms/?p=70848,publish,34.07748055,-118.2890107,2010-11-01T11:50:56.000Z,,6474152.00465947,1850702.87268965
-118.518513055728505,34.384352965837671,96236865,211,,Social Services,Homeless Shelters and Services,,,Domestic Violence Center Of Santa Clarita,,call for location,Newhall,CA,"Monday through Friday, 9:00am to 5:00pm. ","661-254-TEEN for Teen Hotline Hotline/Talkline/Warmline (661) 254-8336,  FAX (661) 259-1194,  Service/Intake and Administration (661) 259-8175, 24-Hours Service/Intake and Hotline (661) 259-4357",,www.domesticviolencecenterscv.org,,,70906,The agency provides a battered women's shelter and domestic violence services for people in Los Angeles County.,91321,http://egis3.lacounty.gov/lms/?p=70906,publish,34.384353,-118.518513,2010-11-01T11:50:56.000Z,,6405230.58804063,1962657.11301956
-118.493773555839169,34.027388046575666,96236882,211,,Social Services,Homeless Shelters and Services,,,Upward Bound House - Family Place,1020 12Th Ct,,Santa Monica,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (310) 458-7779, Shelter/Case Managers Referral Service/Intake (310) 458-7779 Ext.211, Shelter/Case Managers-Program Manager Service/Intake (310) 458-7779 Ext.212, Shelter/Case Managers Referral Service/Intake (310) 458-77",,www.upwardboundhouse.org,,,70925,The agency provides shelter for homeless families with children.,90403,http://egis3.lacounty.gov/lms/?p=70925,publish,34.02738808,-118.4937735,2010-11-01T11:50:56.000Z,,6412056.50680347,1832714.90472865
-118.537488055738166,34.200494256116727,96237112,211,,Social Services,Homeless Shelters and Services,,,Zoe Christian Fellowship - Sfv Rescue Mission,7143 Baird Ave,,Reseda,CA,"Wednesday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",Administrative (818) 785-4476,,www.sfvrescuemission.org,,,71064,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91335,http://egis3.lacounty.gov/lms/?p=71064,publish,34.20049429,-118.537488,2010-11-01T11:50:56.000Z,,6399147.94764689,1895778.53975597
-118.597132155881212,34.255807106467714,96237114,211,,Social Services,Homeless Shelters and Services,,,Chatsworth Foursquare Church - Sfv Rescue Mission,10210 Canoga Ave,,Chatsworth,CA,"Monday, 8:30am to 10:30am and 12:00pm to 1:00pm. ",Administrative (818) 785-4476,,www.sfvrescuemission.org,,,71065,"The mission provides emergency food, holiday assistance, homeless support services, shelter, thrift shops and volunteer opportunities for people in the San Fernando Valley.",91311,http://egis3.lacounty.gov/lms/?p=71065,publish,34.25580714,-118.5971321,2010-11-01T11:50:56.000Z,,6381232.90506497,1916009.3178639
-118.453568756133009,34.055083417116535,96237501,211,,Social Services,Homeless Shelters and Services,,,Salvation Army Haven Program - Bldg. 212,11301 Wilshire Blvd,Bldg. 212,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Administration (310) 478-3711 Ext.44353, Senior Program - Tamara Komashko Service/Intake (310) 478-3711 Ext.43014, Alpha Center Program - Vance Poletto Service/Intake (310) 478-3711 Ext.44360, Naomi House Program - Victoria Curtin Service/Intake (310) 478",,usw.salvationarmy.org,,,71366,"The agency provides employment services, housing services, residential treatment for substance abuse, and shelter for homeless veterans in Los Angeles County.",90073,http://egis3.lacounty.gov/lms/?p=71366,publish,34.05508345,-118.4535687,2010-11-01T11:50:56.000Z,,6424283.99055055,1842736.28593256
-118.453568756133009,34.055083417116535,96237505,211,,Social Services,Homeless Shelters and Services,,,Salvation Army Haven Program - Bldg. 207,11301 Wilshire Blvd,Bldg. 207,Los Angeles,CA,"Monday through Friday, 8:00am to 4:30pm. ",Exodus Lodge - Mary A. Holmes Service/Intake and Administration (310) 478-3711 Ext.42811,,usw.salvationarmy.org,,,71367,"The agency provides employment services, housing services, residential treatment for substance abuse, and shelter for homeless veterans in Los Angeles County.",90073,http://egis3.lacounty.gov/lms/?p=71367,publish,34.05508345,-118.4535687,2010-11-01T11:50:56.000Z,,6424283.99055055,1842736.28593256
-118.270433156169432,33.832084136936764,96237938,211,,Social Services,Homeless Shelters and Services,,,Vets On The Move Foundation,357 E Carson St,Suite 204,Carson,CA,"Monday, Wednesday, and Friday, 9:00amm to 5:00pm; Tuesday and Thursday, 9:00am to 1:00pm. ","Service/Intake and Administration (310) 518-4121, Emergency After Hours (310) 415-4254",,www.vetsonthemove.org,,,71632,The agency provides shelter services for veterans in Los Angeles County.,90745,http://egis3.lacounty.gov/lms/?p=71632,publish,33.83208417,-118.2704331,2010-11-01T11:50:56.000Z,,6479537.40235323,1761382.41156715
-118.291581156173137,33.736158247308666,96238024,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Harbor Interfaith Services,670 W 9Th St,,San Pedro,CA,"Monday through Friday, 10:00am to 4:00pm. ",Service/Intake (310) 831-0589,,www.lahsa.org,,,71674,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90731,http://egis3.lacounty.gov/lms/?p=71674,publish,33.73615828,-118.2915811,2010-11-01T11:50:56.000Z,,6473013.31861664,1726490.38358231
-118.034253956433389,34.073065256655624,96238025,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - California Hispanic Commission On Alcohol & Drug Abuse Inc.,11046 Vly Mall,,El Monte,CA,"Monday through Friday, 9:00am to 12:00 noon; and 1:00pm to 3:00pm. ",Service/Intake (626) 444-9000,,www.lahsa.org,,,71678,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",91731,http://egis3.lacounty.gov/lms/?p=71678,publish,34.07306529,-118.0342539,2010-11-01T11:50:56.000Z,,6551296.98849255,1848972.02838232
-118.32215865620509,34.099059127187395,96238026,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Los Angeles Youth Network - Gower,1550 N Gower St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day.  This shelter is targeted for homeless youth 12 to 17 years old. ",Service/Intake (323) 957-7757,,www.lahsa.org,,,71679,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90028,http://egis3.lacounty.gov/lms/?p=71679,publish,34.09905916,-118.3221586,2010-11-01T11:50:56.000Z,,6464139.34653522,1858586.21223789
-118.24419015580385,34.043384556890999,96238028,211,,Social Services,Homeless Shelters and Services,,,Year Round Shelter - Lamp Community,526 S San Pedro St,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (213) 488-9559,,www.lahsa.org,,,71681,"The agency provides shelter, motel vouchers and transportation to homeless individuals and families.",90013,http://egis3.lacounty.gov/lms/?p=71681,publish,34.04338459,-118.2441901,2010-11-01T11:50:56.000Z,,6487694.42278455,1838258.7332079
-118.261031155789951,33.776638067740478,96238122,211,,Social Services,Homeless Shelters and Services,,,Doors Of Hope,529 Broad Ave,,Wilmington,CA,"Monday through Friday, 9:00am to 5:00pm.  Shelter is provided Monday through Sunday, 24 hours per day. ","Service/Intake and Administration (310) 518-3667,  FAX (310) 513-6113",,www.doorsofhopewomensshelter.org,,,71748,The agency provides shelter for single women in Los Angeles County.,90744,http://egis3.lacounty.gov/lms/?p=71748,publish,33.7766381,-118.2610311,2010-11-01T11:50:56.000Z,,6482340.46695705,1741196.59924856
-118.141552657793596,34.695381816325444,96238135,211,,Social Services,Homeless Shelters and Services,,,"Catalyst Foundation, The - Clinic",44758 Elm Ave,,Lancaster,CA,"Monday through Thursday, 8:00am to 5:00pm; Friday, 8:00am to 12:00pm. ",Service/Intake (661) 948-8559,,www.catalystfdn.org,,,71751,The foundation provides emergency food and HIV/AIDS services for Antelope Valley residents.,93534,http://egis3.lacounty.gov/lms/?p=71751,publish,34.69538185,-118.1415526,2010-11-01T11:50:56.000Z,,6519121.9317798,2075474.60129489
-118.444481155666054,34.187196496622121,96238136,211,,Social Services,Homeless Shelters and Services,,,Central Lutheran Church - Van Nuys,6425 Tyrone Ave,,Van Nuys,CA,"Hot lunch: Wednesdays, 12:00noon to 1:00pm. ",No Telephone () -,,www.hopeofthevalley.org,,,71752,"The rescue mission provides emergency food, personal goods, and shelter services for homeless men, women and families in the San Fernando Valley.",91401,http://egis3.lacounty.gov/lms/?p=71752,publish,34.18719653,-118.4444811,2010-11-01T11:50:56.000Z,,6427249.21165422,1890801.92438114
-118.378967455861826,34.204863986209176,96238139,211,,Social Services,Homeless Shelters and Services,,,San Pablo Lutheran Church - North Hollywood,7400 Tujunga Ave,,North Hollywood,CA,"Evening Meal: Thursday, 6:30pm to 7:30pm. ",No Telephone () -,,www.hopeofthevalley.org,,,71753,"The rescue mission provides emergency food, personal goods, and shelter services for homeless men, women and families in the San Fernando Valley.",91605,http://egis3.lacounty.gov/lms/?p=71753,publish,34.20486402,-118.3789674,2010-11-01T11:50:56.000Z,,6447086.17099597,1897150.24370548
-118.384812255995143,34.165034186931742,96238142,211,,Social Services,Homeless Shelters and Services,,,St. David's Episcopal Church - North Hollywood,11605 Magnolia Blvd,,North Hollywood,CA,"Breakfast: Saturday, 8:00am to 9:00am ",No Telephone () -,,www.hopeofthevalley.org,,,71754,"The rescue mission provides emergency food, personal goods, and shelter services for homeless men, women and families in the San Fernando Valley.",91601,http://egis3.lacounty.gov/lms/?p=71754,publish,34.16503422,-118.3848122,2010-11-01T11:50:56.000Z,,6445263.46237105,1882662.27891506
-118.277966555735588,33.957360547216624,96238349,211,,Social Services,Homeless Shelters and Services,,,American Philanthropy Association - Don King Shelter,8770 S Broadway,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ",Single Women Only Service/Intake (323) 971-4432,,,,,71883,The agency provides emergency shelter for single women and men who live in Los Angeles County.,90003,http://egis3.lacounty.gov/lms/?p=71883,publish,33.95736058,-118.2779665,2010-11-01T11:50:56.000Z,,6477375.52150638,1806979.5257533
-118.209020755806932,33.782005247821012,96238353,211,,Social Services,Homeless Shelters and Services,,,Long Beach Rescue Mission - Lydia House Intake Site,1301 W 12Th St,Long Beach Multi-Service Center,Long Beach,CA,"Monday through Friday, 9:00am. ",,,www.lbrm.org,,,71888,"The agency provides emergency food, shelter, clothing, counsel, spiritually-based adult rehabilitation transitional housing programs.",90813,http://egis3.lacounty.gov/lms/?p=71888,publish,33.78200528,-118.2090207,2010-11-01T11:50:56.000Z,,6498150.96486355,1743112.90643956
-118.293448055721086,34.01348596730503,96238428,,,Social Services,Homeless Shelters and Services,,,Housing Coalition Education,1051 Laighton Avenue,,Los Angeles,CA,,,,,,,68596,,90037,http://egis3.lacounty.gov/lms/?p=68596,publish,34.013486,-118.293448,2013-08-08T14:36:46.000Z,,6472740.3158818,1827417.9950469
-118.30940705632301,34.09541896695098,96238471,211,,Social Services,Homeless Shelters and Services,,www.covenanthouseca.org,Covenant House California,1325 N. Western Ave.,,Hollywood,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake and Hotline (866) 268-3683, shelter Administrative (323) 461-3131, Outreach Number (9:00am - 12:00 noon and 2:00pm - 5:00pm) Service/Intake (323) 957-7455, The Nineline Hotline/Talkline/Warmline (800) 999-9999,  FAX (323) 461-6491, Daily, 4",,www.covenanthouseca.org,,,58026,The agency provides runaway services and shelter for homeless and at-risk youth who are in Los Angeles County.,90027,http://egis3.lacounty.gov/lms/?p=58026,publish,34.095419,-118.309407,2013-08-13T08:56:19.000Z,,6467995.70299572,1857249.36812681
-118.308685855415021,33.73837646765012,96238562,,,Social Services,Homeless Shelters and Services,,Family Source Center,Family Source Center,9219 S. Broadway Avenue,,Los Angeles,,,"(323) 777 - 3120
",,,,,68588,,90003,http://egis3.lacounty.gov/lms/?p=68588,publish,33.7383765,-118.3086858,2013-08-19T16:09:06.000Z,,6467815.02520747,1727313.18639864
-118.240169056158066,33.960764967394638,96238821,,,Social Services,Homeless Shelters and Services,,Immanuel Housing Inc. Immanuel House of Hope,Housing - Immanuel Housing Inc. Immanuel House of Hope,1800 E. 85th Street,,Los Angeles ,CA,,"(323) 256 - 6975
",,,,,68594,,90001,http://egis3.lacounty.gov/lms/?p=68594,publish,33.960765,-118.240169,2013-09-13T09:45:24.000Z,,6488840.74956013,1808188.92228465
-118.245439456292686,34.044119467157593,96245103,211,,Social Services,Homeless Shelters and Services,,,Russ - Sro Housing Corporation,517 San Julian St,,Los Angeles,CA,"Russ Information Desk is available Monday through Friday, 9:00am to 11:00am; Russ Rental Office is available Monday through Friday, 9:00am to 4:00pm. ",Information Only (213) 229-9655,,www.srohousing.org,,,70754,The agency provides low-cost housing for homeless and low-income adults in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=70754,publish,34.0441195,-118.2454394,2016-06-16T10:46:57.000Z,,6487316.60857955,1838527.10242181
-118.245192156390416,34.044025197159783,96245116,211,,Social Services,Homeless Shelters and Services,,,Angelus Inn - Sro Housing Corporation,518 San Julian St,,Los Angeles,CA, ,Information Only (213) 229-9662,,www.srohousing.org,,,70741,The agency provides low-cost housing for homeless and low-income adults in the Skid Row area of downtown Los Angeles.,90013,http://egis3.lacounty.gov/lms/?p=70741,publish,34.04402523,-118.2451921,2016-06-16T10:53:24.000Z,,6487391.4420913,1838492.61298947
-118.317521556391824,34.037459916947412,96246738,211,,Social Services,Homeless Shelters and Services,,,1736 Family Crisis Center,2116 Arlington Ave,Suite 200,Los Angeles,CA,"Monday through Friday, 8:30am to 5:30pm.  Evenings and Saturdays by appointment.","24 Hrs-Crisis Hotline Service/Intake and Hotline (213) 222-1237, 24 Hrs-Youth Crisis/Shelter Hotline Service/Intake and Hotline (310) 379-3620, 24 Hrs-DV Shelter Hotline Service/Intake and Hotline (310) 370-5902, Community Service Center Service/Intake an",,www.1736fcc.org,,,786,"The agency provides case management, counseling services, domestic violence services, family support services for low income families, runaway services, emergency and transitional shelter for battered women and their children, shelter for runaway/homeless youth, and welfare-to-work support services.  Services are provided at two community service center locations in South Los Angeles and Torrance, an emergency youth shelter in Hermosa Beach, and four confidentially located domestic violence shelters.",90018,http://egis3.lacounty.gov/lms/?p=786,publish,34.03745995,-118.3175215,2017-10-06T16:28:29.000Z,,6465472.37536523,1836164.72197598
